INDEX,LINK,LINK_RTF
 T-531-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-531-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-531-12.rtf 
 T-530-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-530-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-530-12.rtf 
 T-529-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-529-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-529-12.rtf 
 T-528A-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-528A-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-528A-12.rtf 
 T-528-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-528-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-528-12.rtf 
 T-527-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-527-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-527-12.rtf 
 T-526-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-526-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-526-12.rtf 
 T-525-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-525-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-525-12.rtf 
 T-524-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-524-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-524-12.rtf 
 T-523-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-523-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-523-12.rtf 
 T-522-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-522-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-522-12.rtf 
 T-521-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-521-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-521-12.rtf 
 T-520-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-520-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-520-12.rtf 
 T-519-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-519-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-519-12.rtf 
 T-518-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-518-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-518-12.rtf 
 T-517-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-517-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-517-12.rtf 
 T-516-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-516-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-516-12.rtf 
 T-515-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-515-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-515-12.rtf 
 T-514-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-514-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-514-12.rtf 
 T-513-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-513-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-513-12.rtf 
 T-512-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-512-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-512-12.rtf 
 T-511-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-511-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-511-12.rtf 
 T-510-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-510-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-510-12.rtf 
 T-509-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-509-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-509-12.rtf 
 T-508-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-508-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-508-12.rtf 
 T-507-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-507-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-507-12.rtf 
 T-506-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-506-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-506-12.rtf 
